title,description,Brand,imageName,Tags,price,Variation,subcategory,category
XTRA MINI DISPOSABLE DEVICE 800 PUFFS 10PK,"
                 XTRA Disposable Pod Device is a portable but disposable vape system, 5% nicotine salt strength, and features a puff Count +800.XTRA Disposable Pod Device Features:Disposable Vaporizer | Pack Of 10Puff Count: +800Nicotine: 50mgWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.


SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 
                              ","BRAND:
XTRA",XTRA MINI DISPOSABLE DEVICE 800 PUFFS 10PK.png,XTRA DISPOSABLE DEVICE 1500 PUFFS 10PK,"$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00","BANANA,CANDY,GUAVA,LUSH ICE,MANGO,MINT,PEACH,PINEAPPLE,PINEAPPLE LEMONADE,PINK LEMONADE",DISPOSABLES,POD SYSTEMS
FUME EXTRA DISPOSABLES 1500 PUFFS 12CT,"
                FUME EXTRA DISPOSABLES 1500 PUFFS 
FUME EXTRA is a pre-filled disposable vape pod system device that is compact, a pocket-friendly size and easier to carry. The Fume EXTRA Disposable 1500 puffs is powered by 850mAh built-in battery and 6ml pre-filled pod with tasty e-liquids Check out our collection of disposable vape bundles.Device Details:Size: 6ml12ctNicotine Strength: 5.0%Salt Nicotine equivalent to about 1 pack of cigarettesBattery Capacity: 850mAhPuff Count: 1500+ PuffsFlavors: 15 Available FlavorsFlavors:Strawberry Banana - Mint Ice - Mango - Melon Ice - Blue Razz - Banana Ice - Strawberry - Pineapple Ice - Lush IceStrawberry Mango - Grape - Cotton Candy - Tangerine Ice - Melon Ice - Strawberry Watermelon - Strawberry Cheesecake - Rainbow Skittles - Bubblegum 
                              ","BRAND:
FUME",FUME EXTRA DISPOSABLES 1500 PUFFS 12CT.png,DISPOSABLE,"$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00","BANANA ICE,BLUE RAZZ,BUBBLE GUM,COTTON CANDY,GRAPE,LUSH ICE,MANGO,MELON ICE,MINT ICE,PINA COLADA",DISPOSABLES,POD SYSTEMS
HYDE DUO PLUS 1100 PUFFS DISPOSABLE ,"
                 Introducing the Hyde Duo Plus, with twice as much power as the original Hyde Duo and a massive 1100 puff count! This ultimate 2-in-1 disposable device has 6 different amazing dual flavor options, in a conveniently compact device.Hyde Disposable Device Features:Disposable Pod Vape Pens. Easy to use, incredible flavors.Puffs : 1100Nicotine: 50mg14 Flavors available:Mango | Mango Ice | Pineapple Ice | Krazy Kustard | Blue Razz | Pink Lemonade | Cherry Lemonade | Spearmint | Honeydew Punch | Lush Ice | Strawmelon Apple | Peach Mango Watermelon | Strawberries & Cream | Fire & Ice | Honeydew 
                              ","BRAND:
HYDE",HYDE DUO PLUS 1100 PUFFS DISPOSABLE .png,"DISPOSABLE,POD SYSTEM,HYDE","$80.00,$80.00,$80.00,$80.00,$80.00,$80.00","BLUE RAZZ / LUSH ICE,STRAWBERRIES & CREAM / PEACH MANGO WATERMELON,ALOE GRAPE / PINEAPPLE ICE,BLUE RAZZ ICE / NEON RAIN,HONEYDEW PUNCH / PINK LEMONADE,STRAWBERRY BANANA / BANANA ICE",DISPOSABLES,POD SYSTEMS
CALI PLUS DISPOSABLE 1500 PUFFS,"
                 No more need for filling up with liquid. CALI PLUS are the solution. Just as if you bought a box of cigarettes, Cali's Pods allow you to vape your favorite flavor, and when you are done, just toss the pod away and start a new one. So enjoy.CALI PLUS DISPOSABLE 5ML FEATURES :Cali Air Disposable 5ML5% Salt Nic6 Disposable 
                              ","BRAND:
CALI PODS",CALI PLUS DISPOSABLE 1500 PUFFS.png,DISPOSABLE,"$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00","FROZEN BLUE RASPBERRY,FROZEN BLUE RASPBERRY LEMONADE,FROZEN KIWI LEMONADE,FROZEN LUSH,FROZEN TANGERINE,MIGHTY MINT,PINEAPPLE ICE,STRAWBERRY BANANA,STRAWBERRY COTTON CANDY,STRAWBERRY LEMONADE",DISPOSABLES,POD SYSTEMS
SEA XXL 2000 PUFFS DISPOSABLES ,"
                 8PCSEA XXL 2000 PUFFS DISPOSABLES FEATURES:1300mAh Battery8ml per disposable 
                              ","BRAND:
SEA STIX",SEA XXL 2000 PUFFS DISPOSABLES .png,"SEA,DISPOSABLE","$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00","APPLE PEAR ICE,BANANA ICE,GUMMY BEAR,PEACH SORBET,PINEAPPLE SLUSHIE,SOUR LUSH SLICE,SWEET MINT,VANILLA ICE CREAM",DISPOSABLES,POD SYSTEMS
CALI MAXX DISPOSABLE 1600 PUFFS,"
                 No more need for filling up with liquid. CALI PLUS are the solution. Just as if you bought a box of cigarettes, Cali's Pods allow you to vape your favorite flavor, and when you are done, just toss the pod away and start a new one. So enjoy.CALI MAXX DISPOSABLE 1600 PUFFS FEATURES :Cali Air Disposable 5ML5% Salt Nic10 Disposable 5ML
                              ","BRAND:
CALI PODS",CALI MAXX DISPOSABLE 1600 PUFFS.png,DISPOSABLE,"$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00","BLUE RASPBERRY,BLUE RASPBERRY LEMONADE,FROZEN BANANA,FROZEN GRAPE,FROZEN GUAVA,FROZEN LUSH,FROZEN PINEAPPLE,MANGO,MANGO LYCHEE,MIGHTY MINT",DISPOSABLES,POD SYSTEMS
HYDE EDGE 1500 PUFFS DISPOSABLE ,"
                HYDE EDGE 1500 PUFFS DISPOSABLELARGER is better with the all-new Hyde Edge. Redesigned to fit more E-Liquid and a bigger internal battery, ensuring the device will last longer while keeping it within the palm of your hand. An upgrade to Hyde's air flow technology makes each inhale consistently smooth. Stimulate your taste buds with the renowned flavors presented to you by Hyde that will always keep you on the Edge.Hyde Disposable Device Features:Disposable Pod Vape Pens. Easy to use, incredible flavors.Capacity: 6mLBattery Capacity: 1100mAhNicotine: 50mg14 Flavors available:Mango | Mango Ice | Pineapple Ice | Krazy Kustard | Blue Razz | Pink Lemonade | Cherry Lemonade | Spearmint | Honeydew Punch | Lush Ice | Strawmelon Apple | Peach Mango Watermelon | Strawberries & Cream | Fire & Ice | Honeydew 
                              ","BRAND:
HYDE",HYDE EDGE 1500 PUFFS DISPOSABLE .png,"DISPOSABLE,POD SYSTEM,HYDE","$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00","ALOE GRAPE,BANANA ICE,BLUE RAZZ,BLUE RAZZ ICE,CHERRY LEMONADE,HONEYDEW,LUSH ICE,PEACH MANGO WATERMELON,PINEAPPLE ICE,PINK LEMONADE",DISPOSABLES,POD SYSTEMS
MR FOG MAX PRO DISPOSABLE 1700 PUFF ,"
                 Mr. Fog is bringing you an Max version of its disposables with amazing flavors and 6% nicotine in a 3ML bottle that give you 1700 puffs per disposable pod.MR FOG MAX PRO DISPOSABLE 1700 PUFF  FEATURES:10 pods per box6% salt nicotine by weight3ML of e-juice - 1700 PUFFSFlavors: Mint Menthol | Raspberry Strawberry | Strawberry Guava | Blue raspberry Cherry | Raspberry Peach
                              ","BRAND:
MR FOG",MR FOG MAX PRO DISPOSABLE 1700 PUFF .png,DISPOSBABLE,"$95.00,$95.00,$95.00,$95.00,$95.00","BLUE RASBERRY CHERRY,MINT,RASPBERRY PEACH,RASPBERRY STRAWBERRY,STRAWBERRY GUAVA",DISPOSABLES,POD SYSTEMS
AIR BAR DIAMOND DISPOSABLE ,"
                AIR BAR DIAMOND DISPOSABLE AIR Bar Disposable brings you the tastiest disposable devices by the most popular vaping company in the world. Suorin is now in the disposable business. This is now the favorite way of vaping in the whole world. Suorin is known for creating slick, compact, and durable devices.With this new disposables you have the option of vaping on many different flavors. This brand doesn't want to leave anyone behind. They have created fruity, menthol, and high quality American tobacco flavors.AIR BAR DISPOSABLE  FEATURES :10 count in each box1.8 ml salt nic juice500 hits per device380 MAH BatteryThe Suorin's Air Bar lasts an average vapor two to three days. They are defiantly economically better than smoking cigarettes. Flavors: Blueberry Ice | Mango | OMG | Peach | Pink Lemonade | Sour Apple | Watermelon Ic | Strawberry Kiwi | Peach Lemon | Watermelon Candy | Cool Mint | Cucumber | Banana Pineapple | Melon Ice |
                              ","BRAND:
SUORIN",AIR BAR DIAMOND DISPOSABLE .png,"AIR BAR,DISPOSABLE","$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00","BANANA ICE,BLUEBERRY ICE,CHERRY COLA,COOL MINT,GRAPE ICE,MANGO,PEACH,PINEAPPLE ICE,STRAWBERRY WATERMELON,WATERMELON CANDY",DISPOSABLES,POD SYSTEMS
AIR BAR LUX 1000 PUFFS DISPOSABLE BY SUORIN ,"
                AIR BAR LUX DISPOSABLE BY SUORIN AIR Bar Disposable brings you the tastiest disposable devices by the most popular vaping company in the world. Suorin is now in the disposable business. This is now the favorite way of vaping in the whole world. Suorin is known for creating slick, compact, and durable devices.With this new disposables you have the option of vaping on many different flavors. This brand doesn't want to leave anyone behind. They have created fruity, menthol, and high quality American tobacco flavors.AIR BAR LUX DISPOSABLE BY SUORIN FEATURES : 10 count in each box2.7 ml salt nic juice1000 hits per device500 MAH BatteryFlavors:Banana Ice | Blueberry Ice | Blueberry Raspberry | Grape Ice | Pineapple Ice | Raspberry Watermelon | Shake Shake | Strawberry Mango | Strawberry Watermelon | Sunset Cocktail | Watermelon Ice
                              ","BRAND:
SUORIN",AIR BAR LUX 1000 PUFFS DISPOSABLE BY SUORIN .png,"AIR BAR,DISPOSABLE","$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00","ALOE BLACKCURRANT,BANANA ICE,BANANA SHAKE,BLUEBERRY ICE,BLUEBERRY KIWI ICE,BLUEBERRY RASPBERRY,CHERRY POMEGRANATE ICE,COCONUT GROVE,CRANBERRY LEMONADE ICE,GRAPE ICE",DISPOSABLES,POD SYSTEMS
LOY XL 1500 PUFFS DISPOSABLE DEVICE ,"
                LOY XL Disposable Device - BOX OF 10LOY
 Disposable is a disposable vape pen device with a 1000mah & more 
than 1500 puffs. it has a super rich flavor. choose the flavor you love 
most from the 10 available flavors. Small size and easy to carry, easy 
to use, great taste.LOY XL DISPOSABLE Features:Puffs: ~ 1500 puffs10 available flavors5% Nic 1000mahPackage Includes:1 LOY XL Disposable Device - BOX OF 10
                              ","BRAND:
LOY",LOY XL 1500 PUFFS DISPOSABLE DEVICE .png,LOY,"$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00","BANANA MILKSHAKE,BLUE RAZZ,CANDY,KIWI STRAWBERRY,LUSH ICE,MANGO GRAPE,MANGO STRAWBERRY,MIGHTY MINT,PASSION FRUIT,PINEAPPLE ICE",DISPOSABLES,POD SYSTEMS
SLIMBARZ CBD-NIC DISPOSABLE ,"
                ﻿SLIMBARZ﻿500 PUFF CBD/NICOTINE DISPOSABLEUSA MADE5 NEW EXQUISITE NEW FLAVORSA PRODUCT YOU'LL SURELY WANT
                              ","BRAND:
SLIMBARZ",SLIMBARZ CBD-NIC DISPOSABLE .png,DISPOSABLES,"$4.25,$4.25,$4.25,$4.25,$4.25","APPLE,BLUEBERRY,GRAPE,MANGO,PINEAPPLE",DISPOSABLES,POD SYSTEMS
AIRIS PUFF XL 1200 PUFFS DISPOSABLE DEVICE ,"
                AIRIS PUFF 1200 PUFFS DISPOSABLE DEVICE Here comes the Airis Puff XL Disposable Kit, which is an elegant pre-filled disposable pod system kit with compact and pocket-friendly size to make it easier to carry. The Airis Puff Disposable Kit is powered by 1050mAh built-in battery and 3.2ml pre-filled pod with tasty e-juice. Plus the 1.8ohm coil, the Airis Puff Kit can bring you 800 puffs for wonderful vaping. 8 kinds of flavor e-juice available.AIRIS PUFF 1200 PUFFS DISPOSABLE Features:Disposable Vaporizer | Pack Of 10Puff Count: +1200Nicotine: 50mgWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.

SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 
                              ","BRAND:
AIRIS",AIRIS PUFF XL 1200 PUFFS DISPOSABLE DEVICE .png,AIRIS,"$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00","BANANA ICE,BLUE RAZZ,BLUE RAZZ LEMONADE,BLUEBERRY ICE,BUBBLE GUM,COOL MINT,GUAVA GREEN APPLE,KIWI STRAWBERRY,LUSH ICE,MANGO ICE",DISPOSABLES,POD SYSTEMS
MR FOG DROP DISPOSABLE 500 PUFF,"
                  Mr. Fog Drop is bringing you an Max version of its disposables with amazing flavors and 6% nicotine in a 2ML bottle that give you 500 puffs per disposable pod.MR FOG DROP DISPOSABLE 500 PUFF  FEATURES:pre-filled with 2mL of e-liquid6% salt nicotine concentration500 puffs per deviceMR FOG DROP DISPOSABLE FLAVORS:Fuzzy peach (peach ice  ) Newton Apple ( Apple ice )Holy water ( Red Bull)Moon drop ( grape on ice )Refresh ( icy mint )Mojito ( lemon mint ice )Strawmelon ( strawberry watermelon ice ) Blue slushy ( blueberry raspberry on ice )
                              ","BRAND:
MR FOG",MR FOG DROP DISPOSABLE 500 PUFF.png,DISPOSBABLE,"$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00","BLUE SLUSHY,FUZZY PEACH,HOLY WATER,MOJITO,MOON DROP,NEWTON APPLE,REFRESH,STRAWNELON",DISPOSABLES,POD SYSTEMS
BARZ MAX 600 PUFF DISPOSABLE DEVICE ,"
                BARZ  MAX DISPOSABLE DEVICE - 10 PC BOXThe BARZ Max Disposable Device is the upgraded version of the original BARZ (Buzz) Disposable Device. Featuring the convenient auto-draw mechanism, with a larger 2mL juice capacity with 50mg of nicotine and up to 600 puffs. Available in a variety of flavors. BARZ MAX DISPOSABLE DEVICE - 10 PC BOX Features:10 Disposable Device Packs per Box1 Disposable Device per PackDisposable Vape SystemDraw-Activated Firing MechanismCompact and Portable Design600 Puffs Per DeviceLiquid: 2mLNicotine: 5%  (50mg)BARZ MAX DISPOSABLE DEVICE - 10 PC BOX Flavors:Grape Ice • Strawberry Banana • Strawberry Watermelon • Cool Mint • Melon Ice • Mango Guava • Pineapple Ice • Banana Ice • Cola Ice • Lush Ice • Blue Razz
                              ","BRAND:
BUZZ",BARZ MAX 600 PUFF DISPOSABLE DEVICE .png,BARZ,"$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00","BANANA ICE,BLUE RAZZ,COOL MINT,LUSH ICE,MANGO GUAVA,PINEAPPLE ICE,STRAWBERRY BANANA,STRAWBERY WATEMELON",DISPOSABLES,POD SYSTEMS
BLOW DISPOSABLE 12PC BOX ,"
                 Blow is an ultra-compact disposable salt nic device. Each Blow
is pre-filled with 1.8 ml of salt nic e-juice, equivalent to 300 puffs. 
Compared to other similar devices, it has twice as many puffs.BLOW DISPOSABLE 12PC BOX  Features:500mah batteryPre-filled 2.3ml salt nic e-juice300 puffs per deviceRubberized finishAmerican made e-juiceBLOW DISPOSABLE 12PC BOX Flavors:Strawberry MangoA sweet, soft strawberry mix with a refreshing mango twist!Grape IceA dynamic chilled savory grape flavor!Blueberry RaspberryAn unexpected explosion of the dynamic duo with blueberry and raspberry!Green AppleA mind-blowing crispy green apple delight!Orange Guava Passion FruitAn overwhelmingly impressive guava passion fruit with an orange zest!MangoA subtle yet smooth mango muse.Raspberry Lemon MintA delectable blend of lemon mint with raspberry to satisfy your sweet and sour cravings!Pineapple IceAn enthralling tropical fruit with an exciting pineapple tang!Strawberry Watermelon IceAn icy relish of a mouthwatering combo with watermelon and strawberry.Fire BullAn inferno combust of a citrusy hint fit for a bull.DeeeewyA delicious citrus blend with a chill smooth finish.SnowA combination of a minty inhale with an icy exhale.Bursted CherryA cherry burst flavor like no other.Monsta FuelBring out your inna monsta with this powerful citrus fuel!Strawberry BananaRefreshing strawberries with a hint of bananas to make the perfect smoothie. Frozen RingsA combination of peach and raspberries with an icy exha
                              ","BRAND:
BLOW",BLOW DISPOSABLE 12PC BOX .png,"BLOW,DISPOSABLE","$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00","BLUEBERRY RASPBERRY,BURSTED CHERRY,DEEEEWY,FIRE BULL,FROZEN RINGS,GRAPE ICE,GREEN APPLE,LEMON ICE,MANGO,MONSTA FUEL",DISPOSABLES,POD SYSTEMS
MR FOG MAX DISPOSABLE POD SYSTEM 1000 PUFF - BOX OF 10,"
                 Mr. Fog is bringing you an Max version of its disposables with amazing flavors and 6% nicotine in a 2ML bottle that give you 1000 puffs per disposable pod.MR FOG MAX DISPOSABLE POD SYSTEM 1000 PUFF  FEATURES:10 pods per box6% salt nicotine by weight3ML of e-juice - 600 PUFFSFlavors: Grape Blackcurrant | Mango Lychee | Pink Lemonade | Red Berry | Strawberry Banana | Watermelon Raspberry
                              ","BRAND:
MR FOG",MR FOG MAX DISPOSABLE POD SYSTEM 1000 PUFF - BOX OF 10.png,DISPOSBABLE,"$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00","APPLE BERRY,APPLE BERRY,APPLE PEACH ICE,APPLE PEACH STRAWBERRY ICE,BANANA GUAVA COCONUT ICE,BANANA ICE CREAM,BERRY PEACH ICE,BLACKBERRY BLUEBERRY LEMON,BLUEBERRY ON ICE,BLUEBERRY RASPBERRY LEMON",DISPOSABLES,POD SYSTEMS
HELIX DISPOSABLE DEVICE 600 PUFF,"
                HELIX DISPOSABLE DEVICE - 10 PC BOXHelixBar is an ultra-compact disposable salt nic device. Each HelixBar 
is pre-filled with 2.3 ml of salt nic e-juice, equivalent to 600 puffs. 
Compared to other similar devices, it has twice as many puffs.HELIX DISPOSABLE DEVICE - 10 PC BOX Features:500mah batteryPre-filled 2.3ml salt nic e-juice600 puffs per deviceRubberized finishAmerican made e-juiceHELIX DISPOSABLE DEVICE - 10 PC BOX Flavors:AppleApple IceBlue RaspberryBlue Raspberry IceCakeMangoMango IceMintStrawberryStrawberry IceTobaccoWatermelon IceWatermelon
                              ","BRAND:
HELIX",HELIX DISPOSABLE DEVICE 600 PUFF.png,"HELIX,DISPOSABLE","$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00","APPLE,APPLE ICE,BLUE RASPBERRY,BLUE RASPBERRY ICE,MANGO ICE,STRAWBERRY ICE,STRAWBERY,WATERMELON,WATERMELON ICE",DISPOSABLES,POD SYSTEMS
CALI AIR DISPOSABLE 2.7ML,"
                  No more need for filling up with liquid. CALI Pods are the solution. Just as if you bought a box of cigarettes, Cali's Pods allow you to vape your favorite flavor, and when you are done, just toss the pod away and start a new one. So enjoy.CALI AIR DISPOSABLE 2.7ML Features:Cali Air Disposable 2.7ML5% Salt Nic5 Disposable CALI AIR DISPOSABLE 2.7ML Flavors:Blue Raspberry | Blueberry | Grape | Lush Ice | Mango | Mango Orange | Mighty Mint | Orange Peach | Pink Lemonade | Strawberry | Strawberry Kiwi | Watermelon
                              ","BRAND:
CALI PODS",CALI AIR DISPOSABLE 2.7ML.png,CALI AIR DISPOSABLE 2.7ML,"$12.50,$12.50,$12.50,$12.50,$12.50,$12.50,$12.50,$12.50,$12.50,$12.50","BANANA ICE,BLUE RASPBERRY,BLUEBERRY,BLUEBERRY ICE,CUCUMBER,GRAPE,GRAPE ICE,LUSH,LUSH ICE,LYCHEE ICE",DISPOSABLES,POD SYSTEMS
POSH PLUS 2ML DISPOSABLE - BOX OF 10,"
                 Posh Plus 2ml 6% Disposable Pod Device Features/Specs: All-in-one system Draw activated firing mechanism E-Liquid Capacity: 2ml Nicotine Strength: 60mg of Salt Nicotine Non-Refillable Up to 500 Puffs per pod.POSH PLUS DISPOSABLE - BOX OF 10 FEATURES:10 disposable pods per boxAll-in-one systemDraw activated firing mechanismE-Liquid Capacity: 2mlNicotine Strength: 60mg of Salt NicotineNon-RefillableUp to 500 Puffs per deviceFully DisposableAvailable Flavors:Frozen Strawberry | Minty Berry | Frosted Apple | Cali Peach | Mint IceWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.


SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 
                              ","BRAND:
POSH",POSH PLUS 2ML DISPOSABLE - BOX OF 10.png,"POSH PLUS,2ML,DISPOSABLE,BOX OF 10","$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00","BANANA SMOOTHIE,CALI PEACH,CREAM BRULEE,FROSTED APPLE,FROZEN MANGO,FROZEN STRAWBERRY,MINT ICE,MINTY BERRY,MINTY LYCHEE,MINTY MELON",DISPOSABLES,POD SYSTEMS
SEA AIR DISPOSABLES - BOX OF 8,"
                 Sea Air 280mAh 2.6mL Prefilled Disposable Salt Nicotine Pod Device - Display of 8SEA AIR DISPOSABLES - BOX OF 8 FEATURES:280mAh Battery2.6ml per disposable Flavors: Green Apple | Orange Soda | Peach Ice | Mint | Mango | Pineapple | Red Apple Strawberry Watermelon.
                              ","BRAND:
SEA STIX",SEA AIR DISPOSABLES - BOX OF 8.png,"SEA,DISPOSABLE,","$42.00,$42.00,$42.00,$42.00,$42.00,$42.00,$42.00,$42.00,$42.00,$42.00","BANANA ICE,BLUE SLUSHIE,GRAPE SODA,GREEN APPLE,KIWI LEMOANDE,MANGO,MINT,ORANGE SHERBERT,ORANGE SODA,PEACH ICE",DISPOSABLES,POD SYSTEMS
XTRA DISPOSABLE DEVICE 1500 PUFFS 10PK,"
                 XTRA Disposable Pod Device is a portable but disposable vape system, 5% nicotine salt strength, and features a puff Count +1500.XTRA Disposable Pod Device Features:Disposable Vaporizer | Pack Of 10Puff Count: +1500Nicotine: 50mgFlavor Profiles:Guava | Pink Lemonade | Strawberry | Mango | Mint | Pineapple | Fusion | Candy | Banana Ice | Honeydew | Fantasy Love | Blue Rez | ColaWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.


SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 
                              ","BRAND:
XTRA",XTRA DISPOSABLE DEVICE 1500 PUFFS 10PK.png,XTRA DISPOSABLE DEVICE 1500 PUFFS 10PK,"$85.00,$85.00,$85.00,$85.00,$85.00,$85.00,$85.00,$85.00,$85.00,$85.00","APPLE,BANANA ICE,BLUE RAZZ,CANDY ( GUMMY BEAR ),COLA,FANTASY LOVE ( PINEAPPLE LEMONADE ),FUSION ( LUSH ICE ),GRAPE,GUAVA,HONEYDEW MINT",DISPOSABLES,POD SYSTEMS
SEA AIR DISPOSABLES DISPLAY OF 56CT,"
                 Sea Air disposable vape devices now available in 8-Piece Single-Flavor Display Boxes, or a 56-Piece Large Display Box. The Sea Air disposable features a slim flat design for easy pocket portability. Each Sea Air device comes pre-filled with 2.6mL of your favorite flavored 5% nicotine concentrate. Each device is good up to 500 puffs. SEA AIR DISPOSABLES DISPLAY OF 56CT FEATURES:280mAh Battery2.6ml per disposable Flavors: Green Apple | Orange Soda | Peach Ice | Mint | Mango | Pineapple | Red Apple Strawberry Watermelon.
                              ","BRAND:
SEA STIX",SEA AIR DISPOSABLES DISPLAY OF 56CT.png,"SEA,DISPOSABLE,",,,DISPOSABLES,POD SYSTEMS
PUFF BAR PLUS DISPOSABLE ,"
                 Sporting a 550mAh battery and direct draw system, the Puff Bar PLUS has enough power to deliver excellent flavor without any charging or complicated settings. PUFF PLUS has double the PUFFS, making it the longest-lasting disposables out in the market. Just inhale to fire up the pre-filled device. After your PUFF BAR PLUS runs out of juice and/or battery, simply buy a replacement. Puff BAR PLUS Disposable Pod Device Features:Disposable Device requires No Maintenance, Charging or RefillingPre-Filled: 3.2mL Salt NicInternal Battery: 550mAhPre-charged, Simply puff on the device to activatePre-filled, no need for messy refillsSalt Nicotine: 5%, (50MG) Salt Nic inside for an accurate cigarette-style throat hitUp to 800+ Puffs per disposable, approximately equivalent to 2 pack of cigarettes (40 cigarettes)Compact and PortableFlavor Profiles:Cool Mint - An Arctic-inspired creation, blending chilled fresh mint into a powerful nicotine salt infusion.Peach Ice - The perfect choice for people who love the sweetness of peach along with the invigorating cooling sensation of menthol.WARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.


SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 
                              ","BRAND:
PUFFBAR",PUFF BAR PLUS DISPOSABLE .png,"PUFF BAR,","$70.00,$70.00,$70.00,$70.00,$70.00,$70.00,$70.00,$70.00,$70.00,$70.00","ALOE GRAPE,BANANA ICE,COOL MINT,LYCHEE ICE,MIXED BERRIES,PEACH ICE,PINA COLADA,STRAWBERRY WATERMELON,TANGERINE ICE,WATERMELON",DISPOSABLES,POD SYSTEMS
